pH,Antibiotic,Concentration,Timepoint,OD,DateExptStarted,Strain,Measured pH
Basic,Meropenem,0,48,0.902,Rep1,ZC2005,
Basic,Meropenem,0,48,0.631,Rep1,ZC2005,
Basic,Meropenem,0,48,1.094,Rep1,ZC2005,
Basic,Meropenem,64,48,0.533,Rep1,ZC2005,
Basic,Meropenem,64,48,0.526,Rep1,ZC2005,
Basic,Meropenem,64,48,0.484,Rep1,ZC2005,
Basic,Meropenem,128,48,0.604,Rep1,ZC2005,
Basic,Meropenem,128,48,0.679,Rep1,ZC2005,
Basic,Meropenem,128,48,0.65,Rep1,ZC2005,
Basic,Meropenem,256,48,0.594,Rep1,ZC2005,
Basic,Meropenem,256,48,0.653,Rep1,ZC2005,
Basic,Meropenem,256,48,0.701,Rep1,ZC2005,
Acidic,Meropenem,0,24,0.871,Rep2,ZC2005,
Acidic,Meropenem,0,24,0.809,Rep2,ZC2005,
Acidic,Meropenem,0,24,0.85,Rep2,ZC2005,
Acidic,Meropenem,64,24,0.31,Rep2,ZC2005,
Acidic,Meropenem,64,24,0.314,Rep2,ZC2005,
Acidic,Meropenem,64,24,0.339,Rep2,ZC2005,
Acidic,Meropenem,128,24,0.293,Rep2,ZC2005,
Acidic,Meropenem,128,24,0.299,Rep2,ZC2005,
Acidic,Meropenem,128,24,0.309,Rep2,ZC2005,
Acidic,Meropenem,256,24,0.257,Rep2,ZC2005,
Acidic,Meropenem,256,24,0.249,Rep2,ZC2005,
Acidic,Meropenem,256,24,0.279,Rep2,ZC2005,
Neutral,Meropenem,0,24,0.809,Rep2,ZC2005,
Neutral,Meropenem,0,24,0.842,Rep2,ZC2005,
Neutral,Meropenem,0,24,0.932,Rep2,ZC2005,
Neutral,Meropenem,64,24,0.537,Rep2,ZC2005,
Neutral,Meropenem,64,24,0.52,Rep2,ZC2005,
Neutral,Meropenem,64,24,0.499,Rep2,ZC2005,
Neutral,Meropenem,128,24,0.452,Rep2,ZC2005,
Neutral,Meropenem,128,24,0.441,Rep2,ZC2005,
Neutral,Meropenem,128,24,0.425,Rep2,ZC2005,
Neutral,Meropenem,256,24,0.384,Rep2,ZC2005,
Neutral,Meropenem,256,24,0.4,Rep2,ZC2005,
Neutral,Meropenem,256,24,0.416,Rep2,ZC2005,
Basic,Meropenem,0,24,0.859,Rep2,ZC2005,
Basic,Meropenem,0,24,0.911,Rep2,ZC2005,
Basic,Meropenem,0,24,0.829,Rep2,ZC2005,
Basic,Meropenem,64,24,0.77,Rep2,ZC2005,
Basic,Meropenem,64,24,0.654,Rep2,ZC2005,
Basic,Meropenem,64,24,0.635,Rep2,ZC2005,
Basic,Meropenem,128,24,0.478,Rep2,ZC2005,
Basic,Meropenem,128,24,0.494,Rep2,ZC2005,
Basic,Meropenem,128,24,0.497,Rep2,ZC2005,
Basic,Meropenem,256,24,0.556,Rep2,ZC2005,
Basic,Meropenem,256,24,0.532,Rep2,ZC2005,
Basic,Meropenem,256,24,0.557,Rep2,ZC2005,
Acidic,Meropenem,0,24,0.579,Rep1,ZC2005,
Acidic,Meropenem,0,24,0.657,Rep1,ZC2005,
Acidic,Meropenem,0,24,0.646,Rep1,ZC2005,
Acidic,Meropenem,64,24,0.267,Rep1,ZC2005,
Acidic,Meropenem,64,24,0.321,Rep1,ZC2005,
Acidic,Meropenem,64,24,0.324,Rep1,ZC2005,
Acidic,Meropenem,128,24,0.257,Rep1,ZC2005,
Acidic,Meropenem,128,24,0.271,Rep1,ZC2005,
Acidic,Meropenem,128,24,0.283,Rep1,ZC2005,
Acidic,Meropenem,256,24,0.238,Rep1,ZC2005,
Acidic,Meropenem,256,24,0.236,Rep1,ZC2005,
Acidic,Meropenem,256,24,0.256,Rep1,ZC2005,
Neutral,Meropenem,0,24,0.62,Rep1,ZC2005,
Neutral,Meropenem,0,24,0.793,Rep1,ZC2005,
Neutral,Meropenem,0,24,0.69,Rep1,ZC2005,
Neutral,Meropenem,64,24,0.432,Rep1,ZC2005,
Neutral,Meropenem,64,24,0.432,Rep1,ZC2005,
Neutral,Meropenem,64,24,0.419,Rep1,ZC2005,
Neutral,Meropenem,128,24,0.376,Rep1,ZC2005,
Neutral,Meropenem,128,24,0.386,Rep1,ZC2005,
Neutral,Meropenem,128,24,0.373,Rep1,ZC2005,
Neutral,Meropenem,256,24,0.36,Rep1,ZC2005,
Neutral,Meropenem,256,24,0.344,Rep1,ZC2005,
Neutral,Meropenem,256,24,0.346,Rep1,ZC2005,
Basic,Meropenem,0,24,0.588,Rep1,ZC2005,
Basic,Meropenem,0,24,0.566,Rep1,ZC2005,
Basic,Meropenem,0,24,0.634,Rep1,ZC2005,
Basic,Meropenem,64,24,0.449,Rep1,ZC2005,
Basic,Meropenem,64,24,0.445,Rep1,ZC2005,
Basic,Meropenem,64,24,0.408,Rep1,ZC2005,
Basic,Meropenem,128,24,0.444,Rep1,ZC2005,
Basic,Meropenem,128,24,0.451,Rep1,ZC2005,
Basic,Meropenem,128,24,0.449,Rep1,ZC2005,
Basic,Meropenem,256,24,0.443,Rep1,ZC2005,
Basic,Meropenem,256,24,0.452,Rep1,ZC2005,
Basic,Meropenem,256,24,0.431,Rep1,ZC2005,
Acidic,Meropenem,0,0,0.174,Rep2,ZC2005,
Acidic,Meropenem,0,0,0.173,Rep2,ZC2005,
Acidic,Meropenem,0,0,0.181,Rep2,ZC2005,
Acidic,Meropenem,64,0,0.16,Rep2,ZC2005,
Acidic,Meropenem,64,0,0.161,Rep2,ZC2005,
Acidic,Meropenem,64,0,0.163,Rep2,ZC2005,
Acidic,Meropenem,128,0,0.159,Rep2,ZC2005,
Acidic,Meropenem,128,0,0.161,Rep2,ZC2005,
Acidic,Meropenem,128,0,0.157,Rep2,ZC2005,
Acidic,Meropenem,256,0,0.161,Rep2,ZC2005,
Acidic,Meropenem,256,0,0.161,Rep2,ZC2005,
Acidic,Meropenem,256,0,0.16,Rep2,ZC2005,
Neutral,Meropenem,0,0,0.165,Rep2,ZC2005,
Neutral,Meropenem,0,0,0.167,Rep2,ZC2005,
Neutral,Meropenem,0,0,0.167,Rep2,ZC2005,
Neutral,Meropenem,64,0,0.162,Rep2,ZC2005,
Neutral,Meropenem,64,0,0.166,Rep2,ZC2005,
Neutral,Meropenem,64,0,0.163,Rep2,ZC2005,
Neutral,Meropenem,128,0,0.165,Rep2,ZC2005,
Neutral,Meropenem,128,0,0.165,Rep2,ZC2005,
Neutral,Meropenem,128,0,0.161,Rep2,ZC2005,
Neutral,Meropenem,256,0,0.163,Rep2,ZC2005,
Neutral,Meropenem,256,0,0.162,Rep2,ZC2005,
Neutral,Meropenem,256,0,0.163,Rep2,ZC2005,
Basic,Meropenem,0,0,0.165,Rep2,ZC2005,
Basic,Meropenem,0,0,0.166,Rep2,ZC2005,
Basic,Meropenem,0,0,0.162,Rep2,ZC2005,
Basic,Meropenem,64,0,0.164,Rep2,ZC2005,
Basic,Meropenem,64,0,0.166,Rep2,ZC2005,
Basic,Meropenem,64,0,0.163,Rep2,ZC2005,
Basic,Meropenem,128,0,0.163,Rep2,ZC2005,
Basic,Meropenem,128,0,0.164,Rep2,ZC2005,
Basic,Meropenem,128,0,0.162,Rep2,ZC2005,
Basic,Meropenem,256,0,0.165,Rep2,ZC2005,
Basic,Meropenem,256,0,0.165,Rep2,ZC2005,
Basic,Meropenem,256,0,0.164,Rep2,ZC2005,
Acidic,Meropenem,0,0,0.163,Rep1,ZC2005,
Acidic,Meropenem,0,0,0.162,Rep1,ZC2005,
Acidic,Meropenem,0,0,0.164,Rep1,ZC2005,
Acidic,Meropenem,64,0,0.163,Rep1,ZC2005,
Acidic,Meropenem,64,0,0.164,Rep1,ZC2005,
Acidic,Meropenem,64,0,0.163,Rep1,ZC2005,
Acidic,Meropenem,128,0,0.163,Rep1,ZC2005,
Acidic,Meropenem,128,0,0.16,Rep1,ZC2005,
Acidic,Meropenem,128,0,0.16,Rep1,ZC2005,
Acidic,Meropenem,256,0,0.162,Rep1,ZC2005,
Acidic,Meropenem,256,0,0.163,Rep1,ZC2005,
Acidic,Meropenem,256,0,0.163,Rep1,ZC2005,
Neutral,Meropenem,0,0,0.158,Rep1,ZC2005,
Neutral,Meropenem,0,0,0.162,Rep1,ZC2005,
Neutral,Meropenem,0,0,0.16,Rep1,ZC2005,
Neutral,Meropenem,64,0,0.162,Rep1,ZC2005,
Neutral,Meropenem,64,0,0.163,Rep1,ZC2005,
Neutral,Meropenem,64,0,0.164,Rep1,ZC2005,
Neutral,Meropenem,128,0,0.163,Rep1,ZC2005,
Neutral,Meropenem,128,0,0.167,Rep1,ZC2005,
Neutral,Meropenem,128,0,0.161,Rep1,ZC2005,
Neutral,Meropenem,256,0,0.166,Rep1,ZC2005,
Neutral,Meropenem,256,0,0.164,Rep1,ZC2005,
Neutral,Meropenem,256,0,0.16,Rep1,ZC2005,
Basic,Meropenem,0,0,0.159,Rep1,ZC2005,
Basic,Meropenem,0,0,0.167,Rep1,ZC2005,
Basic,Meropenem,0,0,0.152,Rep1,ZC2005,
Basic,Meropenem,64,0,0.168,Rep1,ZC2005,
Basic,Meropenem,64,0,0.167,Rep1,ZC2005,
Basic,Meropenem,64,0,0.156,Rep1,ZC2005,
Basic,Meropenem,128,0,0.161,Rep1,ZC2005,
Basic,Meropenem,128,0,0.165,Rep1,ZC2005,
Basic,Meropenem,128,0,0.167,Rep1,ZC2005,
Basic,Meropenem,256,0,0.157,Rep1,ZC2005,
Basic,Meropenem,256,0,0.162,Rep1,ZC2005,
Basic,Meropenem,256,0,0.159,Rep1,ZC2005,
Acidic,Gentamicin,0,48,1.07,Rep1,ZC2005,
Acidic,Gentamicin,0,48,1.046,Rep1,ZC2005,
Acidic,Gentamicin,0,48,1.052,Rep1,ZC2005,
Acidic,Gentamicin,200,48,0.624,Rep1,ZC2005,
Acidic,Gentamicin,200,48,0.655,Rep1,ZC2005,
Acidic,Gentamicin,200,48,0.659,Rep1,ZC2005,
Acidic,Gentamicin,400,48,0.543,Rep1,ZC2005,
Acidic,Gentamicin,400,48,0.557,Rep1,ZC2005,
Acidic,Gentamicin,400,48,0.559,Rep1,ZC2005,
Acidic,Gentamicin,800,48,0.378,Rep1,ZC2005,
Acidic,Gentamicin,800,48,0.428,Rep1,ZC2005,
Acidic,Gentamicin,800,48,0.411,Rep1,ZC2005,
Neutral,Gentamicin,0,48,0.662,Rep1,ZC2005,
Neutral,Gentamicin,0,48,0.675,Rep1,ZC2005,
Neutral,Gentamicin,0,48,0.764,Rep1,ZC2005,
Neutral,Gentamicin,200,48,0.472,Rep1,ZC2005,
Neutral,Gentamicin,200,48,0.466,Rep1,ZC2005,
Neutral,Gentamicin,200,48,0.456,Rep1,ZC2005,
Neutral,Gentamicin,400,48,0.361,Rep1,ZC2005,
Neutral,Gentamicin,400,48,0.39,Rep1,ZC2005,
Neutral,Gentamicin,400,48,0.392,Rep1,ZC2005,
Neutral,Gentamicin,800,48,0.373,Rep1,ZC2005,
Neutral,Gentamicin,800,48,0.337,Rep1,ZC2005,
Neutral,Gentamicin,800,48,0.376,Rep1,ZC2005,
Basic,Gentamicin,0,48,0.55,Rep1,ZC2005,
Basic,Gentamicin,0,48,0.574,Rep1,ZC2005,
Basic,Gentamicin,0,48,0.528,Rep1,ZC2005,
Basic,Gentamicin,200,48,0.403,Rep1,ZC2005,
Basic,Gentamicin,200,48,0.345,Rep1,ZC2005,
Basic,Gentamicin,200,48,0.352,Rep1,ZC2005,
Basic,Gentamicin,400,48,0.308,Rep1,ZC2005,
Basic,Gentamicin,400,48,0.346,Rep1,ZC2005,
Basic,Gentamicin,400,48,0.199,Rep1,ZC2005,
Basic,Gentamicin,800,48,0.196,Rep1,ZC2005,
Basic,Gentamicin,800,48,0.134,Rep1,ZC2005,
Basic,Gentamicin,800,48,0.264,Rep1,ZC2005,
Acidic,Gentamicin,0,24,0.759,Rep2,ZC2005,
Acidic,Gentamicin,0,24,0.785,Rep2,ZC2005,
Acidic,Gentamicin,0,24,0.882,Rep2,ZC2005,
Acidic,Gentamicin,200,24,0.352,Rep2,ZC2005,
Acidic,Gentamicin,200,24,0.328,Rep2,ZC2005,
Acidic,Gentamicin,200,24,0.576,Rep2,ZC2005,
Acidic,Gentamicin,400,24,0.236,Rep2,ZC2005,
Acidic,Gentamicin,400,24,0.315,Rep2,ZC2005,
Acidic,Gentamicin,400,24,0.4,Rep2,ZC2005,
Acidic,Gentamicin,800,24,0.238,Rep2,ZC2005,
Acidic,Gentamicin,800,24,0.625,Rep2,ZC2005,
Acidic,Gentamicin,800,24,0.218,Rep2,ZC2005,
Neutral,Gentamicin,0,24,0.633,Rep2,ZC2005,
Neutral,Gentamicin,0,24,0.62,Rep2,ZC2005,
Neutral,Gentamicin,0,24,0.604,Rep2,ZC2005,
Neutral,Gentamicin,200,24,0.412,Rep2,ZC2005,
Neutral,Gentamicin,200,24,0.414,Rep2,ZC2005,
Neutral,Gentamicin,200,24,0.428,Rep2,ZC2005,
Neutral,Gentamicin,400,24,0.203,Rep2,ZC2005,
Neutral,Gentamicin,400,24,0.191,Rep2,ZC2005,
Neutral,Gentamicin,400,24,0.198,Rep2,ZC2005,
Neutral,Gentamicin,800,24,0.203,Rep2,ZC2005,
Neutral,Gentamicin,800,24,0.184,Rep2,ZC2005,
Neutral,Gentamicin,800,24,0.207,Rep2,ZC2005,
Basic,Gentamicin,0,24,1.299,Rep2,ZC2005,
Basic,Gentamicin,0,24,1.325,Rep2,ZC2005,
Basic,Gentamicin,0,24,1.321,Rep2,ZC2005,
Basic,Gentamicin,200,24,0.877,Rep2,ZC2005,
Basic,Gentamicin,200,24,0.859,Rep2,ZC2005,
Basic,Gentamicin,200,24,0.842,Rep2,ZC2005,
Basic,Gentamicin,400,24,0.227,Rep2,ZC2005,
Basic,Gentamicin,400,24,0.232,Rep2,ZC2005,
Basic,Gentamicin,400,24,0.237,Rep2,ZC2005,
Basic,Gentamicin,800,24,0.178,Rep2,ZC2005,
Basic,Gentamicin,800,24,0.184,Rep2,ZC2005,
Basic,Gentamicin,800,24,0.177,Rep2,ZC2005,
Acidic,Gentamicin,0,24,0.603,Rep1,ZC2005,
Acidic,Gentamicin,0,24,0.596,Rep1,ZC2005,
Acidic,Gentamicin,0,24,0.63,Rep1,ZC2005,
Acidic,Gentamicin,200,24,0.389,Rep1,ZC2005,
Acidic,Gentamicin,200,24,0.379,Rep1,ZC2005,
Acidic,Gentamicin,200,24,0.382,Rep1,ZC2005,
Acidic,Gentamicin,400,24,0.303,Rep1,ZC2005,
Acidic,Gentamicin,400,24,0.296,Rep1,ZC2005,
Acidic,Gentamicin,400,24,0.315,Rep1,ZC2005,
Acidic,Gentamicin,800,24,0.253,Rep1,ZC2005,
Acidic,Gentamicin,800,24,0.254,Rep1,ZC2005,
Acidic,Gentamicin,800,24,0.251,Rep1,ZC2005,
Neutral,Gentamicin,0,24,0.594,Rep1,ZC2005,
Neutral,Gentamicin,0,24,0.586,Rep1,ZC2005,
Neutral,Gentamicin,0,24,0.603,Rep1,ZC2005,
Neutral,Gentamicin,200,24,0.375,Rep1,ZC2005,
Neutral,Gentamicin,200,24,0.352,Rep1,ZC2005,
Neutral,Gentamicin,200,24,0.318,Rep1,ZC2005,
Neutral,Gentamicin,400,24,0.203,Rep1,ZC2005,
Neutral,Gentamicin,400,24,0.2,Rep1,ZC2005,
Neutral,Gentamicin,400,24,0.214,Rep1,ZC2005,
Neutral,Gentamicin,800,24,0.198,Rep1,ZC2005,
Neutral,Gentamicin,800,24,0.198,Rep1,ZC2005,
Neutral,Gentamicin,800,24,0.204,Rep1,ZC2005,
Basic,Gentamicin,0,24,0.572,Rep1,ZC2005,
Basic,Gentamicin,0,24,0.553,Rep1,ZC2005,
Basic,Gentamicin,0,24,0.541,Rep1,ZC2005,
Basic,Gentamicin,200,24,0.154,Rep1,ZC2005,
Basic,Gentamicin,200,24,0.131,Rep1,ZC2005,
Basic,Gentamicin,200,24,0.136,Rep1,ZC2005,
Basic,Gentamicin,400,24,0.135,Rep1,ZC2005,
Basic,Gentamicin,400,24,0.133,Rep1,ZC2005,
Basic,Gentamicin,400,24,0.124,Rep1,ZC2005,
Basic,Gentamicin,800,24,0.133,Rep1,ZC2005,
Basic,Gentamicin,800,24,0.132,Rep1,ZC2005,
Basic,Gentamicin,800,24,0.123,Rep1,ZC2005,
Acidic,Gentamicin,0,0,0.134,Rep2,ZC2005,
Acidic,Gentamicin,0,0,0.134,Rep2,ZC2005,
Acidic,Gentamicin,0,0,0.134,Rep2,ZC2005,
Acidic,Gentamicin,200,0,0.136,Rep2,ZC2005,
Acidic,Gentamicin,200,0,0.138,Rep2,ZC2005,
Acidic,Gentamicin,200,0,0.134,Rep2,ZC2005,
Acidic,Gentamicin,400,0,0.136,Rep2,ZC2005,
Acidic,Gentamicin,400,0,0.136,Rep2,ZC2005,
Acidic,Gentamicin,400,0,0.134,Rep2,ZC2005,
Acidic,Gentamicin,800,0,0.134,Rep2,ZC2005,
Acidic,Gentamicin,800,0,0.138,Rep2,ZC2005,
Acidic,Gentamicin,800,0,0.133,Rep2,ZC2005,
Neutral,Gentamicin,0,0,0.135,Rep2,ZC2005,
Neutral,Gentamicin,0,0,0.137,Rep2,ZC2005,
Neutral,Gentamicin,0,0,0.14,Rep2,ZC2005,
Neutral,Gentamicin,200,0,0.135,Rep2,ZC2005,
Neutral,Gentamicin,200,0,0.138,Rep2,ZC2005,
Neutral,Gentamicin,200,0,0.137,Rep2,ZC2005,
Neutral,Gentamicin,400,0,0.138,Rep2,ZC2005,
Neutral,Gentamicin,400,0,0.136,Rep2,ZC2005,
Neutral,Gentamicin,400,0,0.136,Rep2,ZC2005,
Neutral,Gentamicin,800,0,0.137,Rep2,ZC2005,
Neutral,Gentamicin,800,0,0.138,Rep2,ZC2005,
Neutral,Gentamicin,800,0,0.137,Rep2,ZC2005,
Basic,Gentamicin,0,0,0.151,Rep2,ZC2005,
Basic,Gentamicin,0,0,0.145,Rep2,ZC2005,
Basic,Gentamicin,0,0,0.142,Rep2,ZC2005,
Basic,Gentamicin,200,0,0.14,Rep2,ZC2005,
Basic,Gentamicin,200,0,0.139,Rep2,ZC2005,
Basic,Gentamicin,200,0,0.144,Rep2,ZC2005,
Basic,Gentamicin,400,0,0.139,Rep2,ZC2005,
Basic,Gentamicin,400,0,0.143,Rep2,ZC2005,
Basic,Gentamicin,400,0,0.146,Rep2,ZC2005,
Basic,Gentamicin,800,0,0.14,Rep2,ZC2005,
Basic,Gentamicin,800,0,0.138,Rep2,ZC2005,
Basic,Gentamicin,800,0,0.138,Rep2,ZC2005,
Acidic,Gentamicin,0,0,0.157,Rep1,ZC2005,
Acidic,Gentamicin,0,0,0.156,Rep1,ZC2005,
Acidic,Gentamicin,0,0,0.156,Rep1,ZC2005,
Acidic,Gentamicin,200,0,0.157,Rep1,ZC2005,
Acidic,Gentamicin,200,0,0.159,Rep1,ZC2005,
Acidic,Gentamicin,200,0,0.157,Rep1,ZC2005,
Acidic,Gentamicin,400,0,0.158,Rep1,ZC2005,
Acidic,Gentamicin,400,0,0.159,Rep1,ZC2005,
Acidic,Gentamicin,400,0,0.157,Rep1,ZC2005,
Acidic,Gentamicin,800,0,0.158,Rep1,ZC2005,
Acidic,Gentamicin,800,0,0.162,Rep1,ZC2005,
Acidic,Gentamicin,800,0,0.159,Rep1,ZC2005,
Neutral,Gentamicin,0,0,0.165,Rep1,ZC2005,
Neutral,Gentamicin,0,0,0.168,Rep1,ZC2005,
Neutral,Gentamicin,0,0,0.166,Rep1,ZC2005,
Neutral,Gentamicin,200,0,0.163,Rep1,ZC2005,
Neutral,Gentamicin,200,0,0.165,Rep1,ZC2005,
Neutral,Gentamicin,200,0,0.164,Rep1,ZC2005,
Neutral,Gentamicin,400,0,0.164,Rep1,ZC2005,
Neutral,Gentamicin,400,0,0.165,Rep1,ZC2005,
Neutral,Gentamicin,400,0,0.167,Rep1,ZC2005,
Neutral,Gentamicin,800,0,0.172,Rep1,ZC2005,
Neutral,Gentamicin,800,0,0.166,Rep1,ZC2005,
Neutral,Gentamicin,800,0,0.167,Rep1,ZC2005,
Basic,Gentamicin,0,0,0.172,Rep1,ZC2005,
Basic,Gentamicin,0,0,0.164,Rep1,ZC2005,
Basic,Gentamicin,0,0,0.163,Rep1,ZC2005,
Basic,Gentamicin,200,0,0.166,Rep1,ZC2005,
Basic,Gentamicin,200,0,0.16,Rep1,ZC2005,
Basic,Gentamicin,200,0,0.171,Rep1,ZC2005,
Basic,Gentamicin,400,0,0.167,Rep1,ZC2005,
Basic,Gentamicin,400,0,0.163,Rep1,ZC2005,
Basic,Gentamicin,400,0,0.164,Rep1,ZC2005,
Basic,Gentamicin,800,0,0.165,Rep1,ZC2005,
Basic,Gentamicin,800,0,0.165,Rep1,ZC2005,
Basic,Gentamicin,800,0,0.161,Rep1,ZC2005,
Acidic,Tobramycin,0,48,1.646,Rep2,GC2011,
Acidic,Tobramycin,0,48,1.656,Rep2,GC2011,
Acidic,Tobramycin,0,48,1.648,Rep2,GC2011,
Acidic,Tobramycin,16,48,1.662,Rep2,GC2011,
Acidic,Tobramycin,16,48,1.686,Rep2,GC2011,
Acidic,Tobramycin,16,48,1.68,Rep2,GC2011,
Acidic,Tobramycin,32,48,1.657,Rep2,GC2011,
Acidic,Tobramycin,32,48,1.671,Rep2,GC2011,
Acidic,Tobramycin,32,48,1.673,Rep2,GC2011,
Acidic,Tobramycin,64,48,1.687,Rep2,GC2011,
Acidic,Tobramycin,64,48,1.666,Rep2,GC2011,
Acidic,Tobramycin,64,48,1.644,Rep2,GC2011,
Neutral,Tobramycin,0,48,1.581,Rep2,GC2011,
Neutral,Tobramycin,0,48,1.705,Rep2,GC2011,
Neutral,Tobramycin,0,48,1.698,Rep2,GC2011,
Neutral,Tobramycin,16,48,1.578,Rep2,GC2011,
Neutral,Tobramycin,16,48,1.7,Rep2,GC2011,
Neutral,Tobramycin,16,48,1.732,Rep2,GC2011,
Neutral,Tobramycin,32,48,1.581,Rep2,GC2011,
Neutral,Tobramycin,32,48,1.703,Rep2,GC2011,
Neutral,Tobramycin,32,48,1.72,Rep2,GC2011,
Neutral,Tobramycin,64,48,1.603,Rep2,GC2011,
Neutral,Tobramycin,64,48,1.673,Rep2,GC2011,
Neutral,Tobramycin,64,48,1.688,Rep2,GC2011,
Basic,Tobramycin,0,48,1.712,Rep2,GC2011,
Basic,Tobramycin,0,48,1.748,Rep2,GC2011,
Basic,Tobramycin,0,48,1.745,Rep2,GC2011,
Basic,Tobramycin,16,48,1.748,Rep2,GC2011,
Basic,Tobramycin,16,48,1.76,Rep2,GC2011,
Basic,Tobramycin,16,48,1.763,Rep2,GC2011,
Basic,Tobramycin,32,48,1.702,Rep2,GC2011,
Basic,Tobramycin,32,48,1.703,Rep2,GC2011,
Basic,Tobramycin,32,48,1.704,Rep2,GC2011,
Basic,Tobramycin,64,48,1.624,Rep2,GC2011,
Basic,Tobramycin,64,48,1.633,Rep2,GC2011,
Basic,Tobramycin,64,48,1.636,Rep2,GC2011,
Acidic,Tobramycin,0,48,1.684,Rep1,GC2011,
Acidic,Tobramycin,0,48,1.678,Rep1,GC2011,
Acidic,Tobramycin,0,48,1.686,Rep1,GC2011,
Acidic,Tobramycin,16,48,1.694,Rep1,GC2011,
Acidic,Tobramycin,16,48,1.701,Rep1,GC2011,
Acidic,Tobramycin,16,48,1.697,Rep1,GC2011,
Acidic,Tobramycin,32,48,1.688,Rep1,GC2011,
Acidic,Tobramycin,32,48,1.687,Rep1,GC2011,
Acidic,Tobramycin,32,48,1.701,Rep1,GC2011,
Acidic,Tobramycin,64,48,1.693,Rep1,GC2011,
Acidic,Tobramycin,64,48,1.704,Rep1,GC2011,
Acidic,Tobramycin,64,48,1.705,Rep1,GC2011,
Neutral,Tobramycin,0,48,1.617,Rep1,GC2011,
Neutral,Tobramycin,0,48,1.617,Rep1,GC2011,
Neutral,Tobramycin,0,48,1.626,Rep1,GC2011,
Neutral,Tobramycin,16,48,1.606,Rep1,GC2011,
Neutral,Tobramycin,16,48,1.601,Rep1,GC2011,
Neutral,Tobramycin,16,48,1.629,Rep1,GC2011,
Neutral,Tobramycin,32,48,1.585,Rep1,GC2011,
Neutral,Tobramycin,32,48,1.587,Rep1,GC2011,
Neutral,Tobramycin,32,48,1.621,Rep1,GC2011,
Neutral,Tobramycin,64,48,1.567,Rep1,GC2011,
Neutral,Tobramycin,64,48,1.554,Rep1,GC2011,
Neutral,Tobramycin,64,48,1.574,Rep1,GC2011,
Basic,Tobramycin,0,48,1.419,Rep1,GC2011,
Basic,Tobramycin,0,48,1.495,Rep1,GC2011,
Basic,Tobramycin,0,48,1.448,Rep1,GC2011,
Basic,Tobramycin,16,48,1.384,Rep1,GC2011,
Basic,Tobramycin,16,48,1.415,Rep1,GC2011,
Basic,Tobramycin,16,48,1.469,Rep1,GC2011,
Basic,Tobramycin,32,48,1.372,Rep1,GC2011,
Basic,Tobramycin,32,48,1.42,Rep1,GC2011,
Basic,Tobramycin,32,48,1.36,Rep1,GC2011,
Basic,Tobramycin,64,48,1.348,Rep1,GC2011,
Basic,Tobramycin,64,48,1.42,Rep1,GC2011,
Basic,Tobramycin,64,48,1.391,Rep1,GC2011,
Acidic,Tobramycin,0,24,1.25,Rep2,GC2011,
Acidic,Tobramycin,0,24,1.238,Rep2,GC2011,
Acidic,Tobramycin,0,24,1.267,Rep2,GC2011,
Acidic,Tobramycin,16,24,1.233,Rep2,GC2011,
Acidic,Tobramycin,16,24,1.242,Rep2,GC2011,
Acidic,Tobramycin,16,24,1.235,Rep2,GC2011,
Acidic,Tobramycin,32,24,1.244,Rep2,GC2011,
Acidic,Tobramycin,32,24,1.23,Rep2,GC2011,
Acidic,Tobramycin,32,24,1.244,Rep2,GC2011,
Acidic,Tobramycin,64,24,1.258,Rep2,GC2011,
Acidic,Tobramycin,64,24,1.245,Rep2,GC2011,
Acidic,Tobramycin,64,24,1.227,Rep2,GC2011,
Neutral,Tobramycin,0,24,1.547,Rep2,GC2011,
Neutral,Tobramycin,0,24,1.649,Rep2,GC2011,
Neutral,Tobramycin,0,24,1.655,Rep2,GC2011,
Neutral,Tobramycin,16,24,1.545,Rep2,GC2011,
Neutral,Tobramycin,16,24,1.665,Rep2,GC2011,
Neutral,Tobramycin,16,24,1.672,Rep2,GC2011,
Neutral,Tobramycin,32,24,1.541,Rep2,GC2011,
Neutral,Tobramycin,32,24,1.642,Rep2,GC2011,
Neutral,Tobramycin,32,24,1.632,Rep2,GC2011,
Neutral,Tobramycin,64,24,1.53,Rep2,GC2011,
Neutral,Tobramycin,64,24,1.573,Rep2,GC2011,
Neutral,Tobramycin,64,24,1.557,Rep2,GC2011,
Basic,Tobramycin,0,24,1.664,Rep2,GC2011,
Basic,Tobramycin,0,24,1.681,Rep2,GC2011,
Basic,Tobramycin,0,24,1.661,Rep2,GC2011,
Basic,Tobramycin,16,24,1.668,Rep2,GC2011,
Basic,Tobramycin,16,24,1.688,Rep2,GC2011,
Basic,Tobramycin,16,24,1.676,Rep2,GC2011,
Basic,Tobramycin,32,24,1.635,Rep2,GC2011,
Basic,Tobramycin,32,24,1.638,Rep2,GC2011,
Basic,Tobramycin,32,24,1.659,Rep2,GC2011,
Basic,Tobramycin,64,24,1.52,Rep2,GC2011,
Basic,Tobramycin,64,24,1.541,Rep2,GC2011,
Basic,Tobramycin,64,24,1.528,Rep2,GC2011,
Acidic,Tobramycin,0,24,1.37,Rep1,GC2011,
Acidic,Tobramycin,0,24,1.371,Rep1,GC2011,
Acidic,Tobramycin,0,24,1.388,Rep1,GC2011,
Acidic,Tobramycin,16,24,1.38,Rep1,GC2011,
Acidic,Tobramycin,16,24,1.382,Rep1,GC2011,
